v,vw,o,c,h,l,t,n,tDate,Symbol,Name
26650671,98.3386,97.38,98.63,99.11,97.26,1530158400000,189441,2018-06-28T04:00:00Z,MSFT,Microsoft
28053214,99.0339,98.93,98.61,99.91,98.33,1530244800000,158588,2018-06-29T04:00:00Z,MSFT,Microsoft
19564521,99.2708,98.1,100.01,100.06,98,1530504000000,133358,2018-07-02T04:00:00Z,MSFT,Microsoft
14668375,99.653,100.48,99.05,100.63,98.94,1530590400000,100457,2018-07-03T04:00:00Z,MSFT,Microsoft
18977402,99.6025,99.5,99.76,99.92,99.0299,1530763200000,132372,2018-07-05T04:00:00Z,MSFT,Microsoft
19234627,100.8864,99.885,101.16,101.43,99.67,1530849600000,128528,2018-07-06T04:00:00Z,MSFT,Microsoft
18211980,101.714,101.6452,101.85,102.25,101.251,1531108800000,109524,2018-07-09T04:00:00Z,MSFT,Microsoft
19293140,102.1657,102,102.12,102.51,101.86,1531195200000,137575,2018-07-10T04:00:00Z,MSFT,Microsoft
19644648,101.9389,101.15,101.98,102.34,101.1,1531281600000,127893,2018-07-11T04:00:00Z,MSFT,Microsoft
24335929,103.8362,102.77,104.19,104.41,102.73,1531368000000,158438,2018-07-12T04:00:00Z,MSFT,Microsoft
24653500,105.0478,104.37,105.43,105.6,104.09,1531454400000,151899,2018-07-13T04:00:00Z,MSFT,Microsoft
21786912,105.0953,105.4,104.91,105.82,104.515,1531713600000,133010,2018-07-16T04:00:00Z,MSFT,Microsoft
25901726,105.6378,104.61,105.95,106.5,104.32,1531800000000,164676,2018-07-17T04:00:00Z,MSFT,Microsoft
29468927,105.1398,105.94,105.12,106.05,104.715,1531886400000,184554,2018-07-18T04:00:00Z,MSFT,Microsoft
40171646,104.7124,104.93,104.4,105.31,103.89,1531972800000,237169,2018-07-19T04:00:00Z,MSFT,Microsoft
56038827,106.992,108.08,106.27,108.2,106.08,1532059200000,295770,2018-07-20T04:00:00Z,MSFT,Microsoft
29706955,107.6482,106.3,107.97,108.14,106.13,1532318400000,196784,2018-07-23T04:00:00Z,MSFT,Microsoft
26316619,107.8728,108.57,107.66,108.82,107.26,1532404800000,186037,2018-07-24T04:00:00Z,MSFT,Microsoft
30798058,109.5919,107.955,110.83,111.15,107.6,1532491200000,206847,2018-07-25T04:00:00Z,MSFT,Microsoft
31372110,109.9788,110.74,109.62,111,109.5,1532577600000,197633,2018-07-26T04:00:00Z,MSFT,Microsoft
37005292,107.936,110.18,107.68,110.18,106.14,1532664000000,254989,2018-07-27T04:00:00Z,MSFT,Microsoft
34668327,105.6667,107.19,105.37,107.53,104.76,1532923200000,235782,2018-07-30T04:00:00Z,MSFT,Microsoft
27655152,106.1383,106.49,106.08,106.72,105.38,1533009600000,176918,2018-07-31T04:00:00Z,MSFT,Microsoft
23619699,106.0846,106.03,106.28,106.446,105.42,1533096000000,165088,2018-08-01T04:00:00Z,MSFT,Microsoft
26104258,107.0109,105.4,107.57,108.09,104.84,1533182400000,176538,2018-08-02T04:00:00Z,MSFT,Microsoft
18659599,107.6245,107.8,108.04,108.05,106.82,1533268800000,121098,2018-08-03T04:00:00Z,MSFT,Microsoft
20265947,108.0653,108.12,108.13,108.42,107.559,1533528000000,101692,2018-08-06T04:00:00Z,MSFT,Microsoft
16080214,108.769,108.56,108.88,109.1,108.17,1533614400000,121074,2018-08-07T04:00:00Z,MSFT,Microsoft
15487502,109.2824,109.33,109.49,109.75,108.7599,1533700800000,107213,2018-08-08T04:00:00Z,MSFT,Microsoft
13668111,109.8792,109.71,109.67,110.16,109.6,1533787200000,100241,2018-08-09T04:00:00Z,MSFT,Microsoft
18183724,109.1356,109.42,109,109.69,108.38,1533873600000,122636,2018-08-10T04:00:00Z,MSFT,Microsoft
18472484,108.6397,109.24,108.21,109.58,108.1,1534132800000,128827,2018-08-13T04:00:00Z,MSFT,Microsoft
16788314,109.2305,108.56,109.56,109.75,108.04,1534219200000,117724,2018-08-14T04:00:00Z,MSFT,Microsoft
29982806,107.5804,108.49,107.66,108.985,106.82,1534305600000,205744,2018-08-15T04:00:00Z,MSFT,Microsoft
21384289,107.9082,108.3,107.64,108.86,107.3,1534392000000,138093,2018-08-16T04:00:00Z,MSFT,Microsoft
18061512,107.2983,107.36,107.58,107.9,106.69,1534478400000,127785,2018-08-17T04:00:00Z,MSFT,Microsoft
17914201,106.9667,107.51,106.87,107.9,106.48,1534737600000,116048,2018-08-20T04:00:00Z,MSFT,Microsoft
22881861,106.4864,106.92,105.98,107.35,105.85,1534824000000,133685,2018-08-21T04:00:00Z,MSFT,Microsoft
18000639,106.6627,105.85,107.06,107.34,105.78,1534910400000,124186,2018-08-22T04:00:00Z,MSFT,Microsoft
18167723,107.7031,107.15,107.56,108.18,106.87,1534996800000,123208,2018-08-23T04:00:00Z,MSFT,Microsoft
17234020,108.2413,107.67,108.4,108.56,107.56,1535083200000,120303,2018-08-24T04:00:00Z,MSFT,Microsoft
19662331,109.2539,109.27,109.6,109.64,108.51,1535342400000,132802,2018-08-27T04:00:00Z,MSFT,Microsoft
19151528,110.1684,109.94,110.26,110.5,109.79,1535428800000,135434,2018-08-28T04:00:00Z,MSFT,Microsoft
20818044,111.5796,110.45,112.02,112.03,110.27,1535515200000,137439,2018-08-29T04:00:00Z,MSFT,Microsoft
22798702,112.0325,111.67,111.95,112.61,111.44,1535601600000,168936,2018-08-30T04:00:00Z,MSFT,Microsoft
23222713,112.1925,111.685,112.33,112.777,111.515,1535688000000,142598,2018-08-31T04:00:00Z,MSFT,Microsoft
22634641,111.403,110.85,111.71,111.955,110.22,1536033600000,168422,2018-09-04T04:00:00Z,MSFT,Microsoft
32872352,109.0066,111.01,108.49,111.42,108.1,1536120000000,234347,2018-09-05T04:00:00Z,MSFT,Microsoft
23477624,108.3969,108.25,108.74,108.99,107.51,1536206400000,172963,2018-09-06T04:00:00Z,MSFT,Microsoft
22498646,108.2165,108.23,108.21,108.7248,107.23,1536292800000,162158,2018-09-07T04:00:00Z,MSFT,Microsoft
20727906,109.1765,108.84,109.38,109.64,108.36,1536552000000,127931,2018-09-10T04:00:00Z,MSFT,Microsoft
24301774,110.8503,108.9,111.24,111.59,108.89,1536638400000,162661,2018-09-11T04:00:00Z,MSFT,Microsoft
18888064,111.364,111.43,111.71,111.85,110.51,1536724800000,146109,2018-09-12T04:00:00Z,MSFT,Microsoft
26055620,112.8916,112.12,112.91,113.725,112.12,1536811200000,161907,2018-09-13T04:00:00Z,MSFT,Microsoft
19122349,113.2611,113.36,113.37,113.73,112.44,1536897600000,142651,2018-09-14T04:00:00Z,MSFT,Microsoft
20736516,112.5498,113.69,112.14,113.7,111.86,1537156800000,142715,2018-09-17T04:00:00Z,MSFT,Microsoft
22170934,113.2633,112.19,113.21,113.695,111.72,1537243200000,153296,2018-09-18T04:00:00Z,MSFT,Microsoft
21728429,111.7803,113.05,111.7,113.32,111.035,1537329600000,162257,2018-09-19T04:00:00Z,MSFT,Microsoft
23714512,113.4,112.28,113.57,113.8,111.93,1537416000000,170212,2018-09-20T04:00:00Z,MSFT,Microsoft
71229698,114.1735,114,114.26,115.29,113.51,1537502400000,205028,2018-09-21T04:00:00Z,MSFT,Microsoft
27334460,114.1959,113.03,114.67,114.9,112.2175,1537761600000,159757,2018-09-24T04:00:00Z,MSFT,Microsoft
22668014,114.3534,114.8,114.45,115.1,113.75,1537848000000,125939,2018-09-25T04:00:00Z,MSFT,Microsoft
19352025,114.3985,114.47,113.98,115.055,113.74,1537934400000,136534,2018-09-26T04:00:00Z,MSFT,Microsoft
19091299,114.5605,114.78,114.41,114.91,114.2,1538020800000,115753,2018-09-27T04:00:00Z,MSFT,Microsoft
21647811,114.2546,114.19,114.37,114.57,113.68,1538107200000,137439,2018-09-28T04:00:00Z,MSFT,Microsoft
18883079,115.4232,114.75,115.61,115.68,114.73,1538366400000,134876,2018-10-01T04:00:00Z,MSFT,Microsoft
20787239,115.2686,115.3,115.15,115.84,114.44,1538452800000,141359,2018-10-02T04:00:00Z,MSFT,Microsoft
16648018,115.5153,115.42,115.17,116.18,114.93,1538539200000,130287,2018-10-03T04:00:00Z,MSFT,Microsoft
34821717,112.8634,114.61,112.79,114.7588,111.63,1538625600000,266275,2018-10-04T04:00:00Z,MSFT,Microsoft
29068859,112.0292,112.63,112.13,113.17,110.64,1538712000000,232117,2018-10-05T04:00:00Z,MSFT,Microsoft
29640588,110.7949,111.66,110.85,112.03,109.34,1538971200000,232758,2018-10-08T04:00:00Z,MSFT,Microsoft
26198594,112.2135,111.14,112.26,113.08,110.8,1539057600000,208549,2018-10-09T04:00:00Z,MSFT,Microsoft
61376315,108.1315,111.24,106.16,111.5,105.79,1539144000000,449835,2018-10-10T04:00:00Z,MSFT,Microsoft
63904282,106.8336,105.35,105.91,108.93,104.2,1539230400000,580831,2018-10-11T04:00:00Z,MSFT,Microsoft
47742109,108.7379,109.01,109.57,111.24,107.12,1539316800000,386353,2018-10-12T04:00:00Z,MSFT,Microsoft
32068103,108.1725,108.91,107.6,109.48,106.9468,1539576000000,240514,2018-10-15T04:00:00Z,MSFT,Microsoft
31610164,110.4576,109.54,111,111.41,108.95,1539662400000,226292,2018-10-16T04:00:00Z,MSFT,Microsoft
26548243,110.5309,111.68,110.71,111.81,109.5482,1539748800000,201337,2018-10-17T04:00:00Z,MSFT,Microsoft
32506192,108.8337,110.1,108.5,110.53,107.83,1539835200000,246740,2018-10-18T04:00:00Z,MSFT,Microsoft
32785475,109.2686,108.93,108.66,110.86,108.21,1539921600000,234723,2018-10-19T04:00:00Z,MSFT,Microsoft
26545607,109.5877,109.32,109.63,110.54,108.24,1540180800000,198605,2018-10-22T04:00:00Z,MSFT,Microsoft
43770429,107.0477,107.77,108.1,108.97,105.11,1540267200000,362185,2018-10-23T04:00:00Z,MSFT,Microsoft
63897759,104.8057,108.41,102.32,108.49,101.5901,1540353600000,495734,2018-10-24T04:00:00Z,MSFT,Microsoft
61646819,107.9947,106.55,108.3,109.27,106.15,1540440000000,438344,2018-10-25T04:00:00Z,MSFT,Microsoft
55523104,106.6866,105.69,106.96,108.75,104.76,1540526400000,418273,2018-10-26T04:00:00Z,MSFT,Microsoft
55162001,105.0361,108.105,103.85,108.7,101.63,1540785600000,406530,2018-10-29T04:00:00Z,MSFT,Microsoft
65350878,102.5724,103.66,103.73,104.38,100.11,1540872000000,468916,2018-10-30T04:00:00Z,MSFT,Microsoft
51062383,107.1448,105.435,106.81,108.14,105.39,1540958400000,344703,2018-10-31T04:00:00Z,MSFT,Microsoft
33384201,106.1695,107.05,105.92,107.32,105.53,1541044800000,248401,2018-11-01T04:00:00Z,MSFT,Microsoft
37680194,106.0177,106.48,106.16,107.32,104.975,1541131200000,279521,2018-11-02T04:00:00Z,MSFT,Microsoft
27922144,106.8289,106.37,107.51,107.74,105.9,1541394000000,198115,2018-11-05T05:00:00Z,MSFT,Microsoft
24340248,107.5818,107.38,107.72,108.84,106.28,1541480400000,174886,2018-11-06T05:00:00Z,MSFT,Microsoft
37901704,111.4774,109.44,111.96,112.24,109.4,1541566800000,261304,2018-11-07T05:00:00Z,MSFT,Microsoft
25644105,111.4801,111.8,111.75,112.21,110.91,1541653200000,187684,2018-11-08T05:00:00Z,MSFT,Microsoft
32039223,109.6478,110.85,109.57,111.45,108.76,1541739600000,214769,2018-11-09T05:00:00Z,MSFT,Microsoft
33621807,107.2495,109.42,106.87,109.96,106.1,1541998800000,249830,2018-11-12T05:00:00Z,MSFT,Microsoft
35374583,107.5414,107.55,106.94,108.74,106.64,1542085200000,244010,2018-11-13T05:00:00Z,MSFT,Microsoft
39495141,105.7192,108.1,104.97,108.26,104.47,1542171600000,287567,2018-11-14T05:00:00Z,MSFT,Microsoft
38505165,106.3156,104.99,107.28,107.8,103.91,1542258000000,267157,2018-11-15T05:00:00Z,MSFT,Microsoft
33502121,108.0264,107.08,108.29,108.88,106.8,1542344400000,222812,2018-11-16T05:00:00Z,MSFT,Microsoft
44673899,104.9292,108.27,104.62,108.56,103.55,1542603600000,287756,2018-11-19T05:00:00Z,MSFT,Microsoft
64052457,101.5923,101.8,101.71,102.97,99.3528,1542690000000,401823,2018-11-20T05:00:00Z,MSFT,Microsoft
28130621,103.4887,103.6,103.11,104.43,102.24,1542776400000,201119,2018-11-21T05:00:00Z,MSFT,Microsoft
13823099,103.1392,102.17,103.07,103.8099,102,1542949200000,95175,2018-11-23T05:00:00Z,MSFT,Microsoft
32336165,105.6641,104.79,106.47,106.63,104.58,1543208400000,231439,2018-11-26T05:00:00Z,MSFT,Microsoft
29124486,106.6972,106.27,107.14,107.33,105.36,1543294800000,217311,2018-11-27T05:00:00Z,MSFT,Microsoft
46788461,109.9457,107.89,111.12,111.33,107.86,1543381200000,329529,2018-11-28T05:00:00Z,MSFT,Microsoft
28123195,110.2014,110.33,110.19,111.115,109.03,1543467600000,198238,2018-11-29T05:00:00Z,MSFT,Microsoft
33665624,110.4543,110.7,110.89,110.97,109.36,1543554000000,188917,2018-11-30T05:00:00Z,MSFT,Microsoft
34732772,112.0114,113,112.09,113.42,110.73,1543813200000,228790,2018-12-03T05:00:00Z,MSFT,Microsoft
45196984,109.9599,111.94,108.52,112.6373,108.2115,1543899600000,295838,2018-12-04T05:00:00Z,MSFT,Microsoft
49107431,107.4382,105.82,109.19,109.24,105,1544072400000,365103,2018-12-06T05:00:00Z,MSFT,Microsoft
45044937,106.1258,108.38,104.82,109.45,104.3,1544158800000,323654,2018-12-07T05:00:00Z,MSFT,Microsoft
40801525,106.1469,104.8,107.59,107.98,103.89,1544418000000,292427,2018-12-10T05:00:00Z,MSFT,Microsoft
42381947,109.2085,109.8,108.59,110.95,107.44,1544504400000,301736,2018-12-11T05:00:00Z,MSFT,Microsoft
36183020,110.0983,110.89,109.08,111.27,109.04,1544590800000,237363,2018-12-12T05:00:00Z,MSFT,Microsoft
31333362,109.3842,109.58,109.45,110.87,108.63,1544677200000,215711,2018-12-13T05:00:00Z,MSFT,Microsoft
47043136,107.099,108.25,106.03,109.26,105.5,1544763600000,333362,2018-12-14T05:00:00Z,MSFT,Microsoft
56952064,103.429,105.41,102.89,105.8,101.71,1545022800000,333569,2018-12-17T05:00:00Z,MSFT,Microsoft
49319196,103.607,103.75,103.97,104.51,102.52,1545109200000,283343,2018-12-18T05:00:00Z,MSFT,Microsoft
68198186,104.2944,103.65,103.69,106.88,101.35,1545195600000,426354,2018-12-19T05:00:00Z,MSFT,Microsoft
70334184,101.4997,103.05,101.51,104.31,98.78,1545282000000,496984,2018-12-20T05:00:00Z,MSFT,Microsoft
111242070,99.4737,101.63,98.23,103,97.46,1545368400000,543592,2018-12-21T05:00:00Z,MSFT,Microsoft
43935192,95.6806,97.68,94.13,97.97,93.98,1545627600000,330237,2018-12-24T05:00:00Z,MSFT,Microsoft
51634793,97.8411,95.14,100.56,100.69,93.96,1545800400000,371662,2018-12-26T05:00:00Z,MSFT,Microsoft
49464509,98.8587,99.3,101.18,101.19,96.4,1545886800000,338488,2018-12-27T05:00:00Z,MSFT,Microsoft
38169312,100.8317,102.09,100.39,102.41,99.52,1545973200000,285143,2018-12-28T05:00:00Z,MSFT,Microsoft
33173765,101.3798,101.29,101.57,102.4,100.44,1546232400000,214363,2018-12-31T05:00:00Z,MSFT,Microsoft
35329345,100.693,99.55,101.12,101.75,98.94,1546405200000,238244,2019-01-02T05:00:00Z,MSFT,Microsoft
42578410,98.2312,100.1,97.4,100.185,97.2,1546491600000,301141,2019-01-03T05:00:00Z,MSFT,Microsoft
44060590,101.4444,99.72,101.93,102.51,98.93,1546578000000,300148,2019-01-04T05:00:00Z,MSFT,Microsoft
35656136,102.275,101.64,102.06,103.2681,100.98,1546837200000,238930,2019-01-07T05:00:00Z,MSFT,Microsoft
31514415,102.7505,103.04,102.8,103.97,101.7134,1546923600000,223595,2019-01-08T05:00:00Z,MSFT,Microsoft
32280840,104.1886,103.86,104.27,104.88,103.2445,1547010000000,232146,2019-01-09T05:00:00Z,MSFT,Microsoft
30067556,103.2642,103.22,103.6,103.75,102.38,1547096400000,176725,2019-01-10T05:00:00Z,MSFT,Microsoft
28314202,102.3999,103.19,102.8,103.44,101.64,1547182800000,186885,2019-01-11T05:00:00Z,MSFT,Microsoft
28437079,101.98,101.9,102.05,102.8716,101.26,1547442000000,148450,2019-01-14T05:00:00Z,MSFT,Microsoft
31587616,104.5025,102.51,105.01,105.05,101.88,1547528400000,207261,2019-01-15T05:00:00Z,MSFT,Microsoft
29853865,105.4535,105.26,105.38,106.255,104.96,1547614800000,196230,2019-01-16T05:00:00Z,MSFT,Microsoft
28393015,105.7275,105,106.12,106.625,104.76,1547701200000,183080,2019-01-17T05:00:00Z,MSFT,Microsoft
37427587,107.2599,107.46,107.71,107.9,105.91,1547787600000,215769,2019-01-18T05:00:00Z,MSFT,Microsoft
32371253,105.9292,106.75,105.68,107.1,104.86,1548133200000,198405,2019-01-22T05:00:00Z,MSFT,Microsoft
25874294,106.2944,106.12,106.71,107.04,105.34,1548219600000,179029,2019-01-23T05:00:00Z,MSFT,Microsoft
23164838,106.063,106.86,106.2,107,105.34,1548306000000,165275,2019-01-24T05:00:00Z,MSFT,Microsoft
31205188,107.2114,107.24,107.17,107.88,106.59,1548392400000,190568,2019-01-25T05:00:00Z,MSFT,Microsoft
29476719,105.1142,106.26,105.08,106.48,104.66,1548651600000,212830,2019-01-28T05:00:00Z,MSFT,Microsoft
31490547,103.1184,104.88,102.94,104.97,102.17,1548738000000,211623,2019-01-29T05:00:00Z,MSFT,Microsoft
49471866,105.2969,104.62,106.38,106.38,104.33,1548824400000,319791,2019-01-30T05:00:00Z,MSFT,Microsoft
55636381,104.3492,103.8,104.43,105.22,103.18,1548910800000,326614,2019-01-31T05:00:00Z,MSFT,Microsoft
35535690,103.1187,103.775,102.78,104.0999,102.35,1548997200000,214452,2019-02-01T05:00:00Z,MSFT,Microsoft
31315282,105.1362,102.87,105.74,105.8,102.77,1549256400000,193659,2019-02-04T05:00:00Z,MSFT,Microsoft
27325365,106.8994,106.06,107.22,107.27,105.96,1549342800000,167997,2019-02-05T05:00:00Z,MSFT,Microsoft
20609759,106.0969,107,106.03,107,105.53,1549429200000,145728,2019-02-06T05:00:00Z,MSFT,Microsoft
29760697,105.0665,105.185,105.27,105.59,104.29,1549515600000,196221,2019-02-07T05:00:00Z,MSFT,Microsoft
21461093,105.1134,104.39,105.67,105.78,104.2603,1549602000000,136049,2019-02-08T05:00:00Z,MSFT,Microsoft
18914123,105.476,106.2,105.25,106.58,104.965,1549861200000,132578,2019-02-11T05:00:00Z,MSFT,Microsoft
25056595,106.7046,106.14,106.89,107.14,105.48,1549947600000,159333,2019-02-12T05:00:00Z,MSFT,Microsoft
18394869,107.1006,107.5,106.81,107.78,106.71,1550034000000,124894,2019-02-13T05:00:00Z,MSFT,Microsoft
21784703,106.672,106.31,106.9,107.29,105.66,1550120400000,142117,2019-02-14T05:00:00Z,MSFT,Microsoft
26606886,107.9242,107.91,108.22,108.3,107.3624,1550206800000,155667,2019-02-15T05:00:00Z,MSFT,Microsoft
18038460,108.2393,107.79,108.17,108.66,107.78,1550552400000,120031,2019-02-19T05:00:00Z,MSFT,Microsoft
21554671,107.1461,107.86,107.15,107.94,106.29,1550638800000,143107,2019-02-20T05:00:00Z,MSFT,Microsoft
29063231,108.668,106.9,109.41,109.48,106.87,1550725200000,199035,2019-02-21T05:00:00Z,MSFT,Microsoft
27763218,110.7649,110.05,110.97,111.2,109.82,1550811600000,182498,2019-02-22T05:00:00Z,MSFT,Microsoft
23750599,111.7237,111.76,111.59,112.18,111.26,1551070800000,154668,2019-02-25T05:00:00Z,MSFT,Microsoft
21536733,112.5053,111.26,112.36,113.24,111.17,1551157200000,147824,2019-02-26T05:00:00Z,MSFT,Microsoft
21487062,111.9128,111.69,112.17,112.36,110.88,1551243600000,127157,2019-02-27T05:00:00Z,MSFT,Microsoft
29083934,112.1862,112.04,112.03,112.88,111.73,1551330000000,136857,2019-02-28T05:00:00Z,MSFT,Microsoft
23501169,112.4235,112.89,112.53,113.02,111.665,1551416400000,132338,2019-03-01T05:00:00Z,MSFT,Microsoft
26608014,112.0564,113.02,112.26,113.25,110.8,1551675600000,170808,2019-03-04T05:00:00Z,MSFT,Microsoft
19538318,111.7105,112.25,111.7,112.39,111.23,1551762000000,117994,2019-03-05T05:00:00Z,MSFT,Microsoft
17686996,111.9181,111.87,111.75,112.66,111.43,1551848400000,129586,2019-03-06T05:00:00Z,MSFT,Microsoft
25338954,110.5109,111.4,110.39,111.55,109.865,1551934800000,166523,2019-03-07T05:00:00Z,MSFT,Microsoft
22818430,109.7913,109.16,110.51,110.71,108.8,1552021200000,159305,2019-03-08T05:00:00Z,MSFT,Microsoft
26491618,112.5767,110.99,112.83,112.95,110.98,1552276800000,158008,2019-03-11T04:00:00Z,MSFT,Microsoft
26132717,113.5563,112.82,113.62,113.99,112.6499,1552363200000,160477,2019-03-12T04:00:00Z,MSFT,Microsoft
35513771,114.5093,114.13,114.5,115,113.78,1552449600000,165840,2019-03-13T04:00:00Z,MSFT,Microsoft
30763367,114.696,114.54,114.59,115.2,114.33,1552536000000,141671,2019-03-14T04:00:00Z,MSFT,Microsoft
54630661,116.0524,115.34,115.91,117.25,114.59,1552622400000,209495,2019-03-15T04:00:00Z,MSFT,Microsoft
31207596,117.1326,116.17,117.57,117.61,116.05,1552881600000,163246,2019-03-18T04:00:00Z,MSFT,Microsoft
37588697,117.6494,118.09,117.65,118.44,116.99,1552968000000,190255,2019-03-19T04:00:00Z,MSFT,Microsoft
28113343,117.5995,117.39,117.52,118.75,116.71,1553054400000,178016,2019-03-20T04:00:00Z,MSFT,Microsoft
29854446,119.2963,117.135,120.22,120.82,117.09,1553140800000,177073,2019-03-21T04:00:00Z,MSFT,Microsoft
33599528,117.9472,119.5,117.05,119.59,117.04,1553227200000,216928,2019-03-22T04:00:00Z,MSFT,Microsoft
27067117,117.397,116.56,117.66,118.01,116.3224,1553486400000,191853,2019-03-25T04:00:00Z,MSFT,Microsoft
26097665,117.7242,118.62,117.91,118.705,116.85,1553572800000,187012,2019-03-26T04:00:00Z,MSFT,Microsoft
22733427,116.7193,117.875,116.77,118.21,115.5215,1553659200000,165643,2019-03-27T04:00:00Z,MSFT,Microsoft
18334755,116.8532,117.44,116.93,117.58,116.13,1553745600000,133564,2019-03-28T04:00:00Z,MSFT,Microsoft
25399752,117.7111,118.07,117.94,118.32,116.96,1553832000000,135651,2019-03-29T04:00:00Z,MSFT,Microsoft
22789103,118.8377,118.95,119.02,119.1085,118.1,1554091200000,139648,2019-04-01T04:00:00Z,MSFT,Microsoft
18142297,119.1019,119.06,119.19,119.48,118.52,1554177600000,113157,2019-04-02T04:00:00Z,MSFT,Microsoft
22860744,119.8401,119.86,119.97,120.43,119.15,1554264000000,145346,2019-04-03T04:00:00Z,MSFT,Microsoft
20112848,119.2273,120.1,119.36,120.23,118.38,1554350400000,144204,2019-04-04T04:00:00Z,MSFT,Microsoft
15826245,119.8557,119.39,119.89,120.23,119.37,1554436800000,103321,2019-04-05T04:00:00Z,MSFT,Microsoft
15116186,119.6461,119.81,119.93,120.02,118.64,1554696000000,104368,2019-04-08T04:00:00Z,MSFT,Microsoft
17611981,119.1812,118.63,119.28,119.54,118.58,1554782400000,119225,2019-04-09T04:00:00Z,MSFT,Microsoft
16477169,120.0469,119.76,120.19,120.35,119.54,1554868800000,111589,2019-04-10T04:00:00Z,MSFT,Microsoft
14209121,120.2332,120.54,120.33,120.85,119.92,1554955200000,112621,2019-04-11T04:00:00Z,MSFT,Microsoft
19745143,120.7266,120.64,120.95,120.98,120.37,1555041600000,124455,2019-04-12T04:00:00Z,MSFT,Microsoft
15792572,121.0318,120.94,121.05,121.58,120.57,1555300800000,112378,2019-04-15T04:00:00Z,MSFT,Microsoft
14071787,120.9975,121.64,120.77,121.65,120.1,1555387200000,111986,2019-04-16T04:00:00Z,MSFT,Microsoft
19300938,121.3243,121.24,121.77,121.85,120.54,1555473600000,137781,2019-04-17T04:00:00Z,MSFT,Microsoft
27990998,122.6744,122.19,123.37,123.52,121.3018,1555560000000,162839,2019-04-18T04:00:00Z,MSFT,Microsoft
15648724,123.5817,122.62,123.76,124,122.57,1555905600000,109054,2019-04-22T04:00:00Z,MSFT,Microsoft
24025521,124.9316,124.1,125.44,125.58,123.83,1555992000000,167915,2019-04-23T04:00:00Z,MSFT,Microsoft
31256980,125.5092,125.79,125.01,125.85,124.52,1556078400000,198513,2019-04-24T04:00:00Z,MSFT,Microsoft
37873892,129.7507,130.06,129.15,131.37,128.83,1556164800000,261735,2019-04-25T04:00:00Z,MSFT,Microsoft
23654933,129.6867,129.7,129.89,130.5152,129.02,1556251200000,159772,2019-04-26T04:00:00Z,MSFT,Microsoft
16324183,129.798,129.9,129.77,130.18,129.35,1556510400000,118151,2019-04-29T04:00:00Z,MSFT,Microsoft
24166503,130.2384,129.81,130.6,130.7,129.3947,1556596800000,157407,2019-04-30T04:00:00Z,MSFT,Microsoft
26821692,129.1234,130.53,127.88,130.65,127.7,1556683200000,176193,2019-05-01T04:00:00Z,MSFT,Microsoft
27350161,126.5615,127.98,126.21,128,125.52,1556769600000,215743,2019-05-02T04:00:00Z,MSFT,Microsoft
24911126,128.5622,127.36,128.9,129.43,127.25,1556856000000,161462,2019-05-03T04:00:00Z,MSFT,Microsoft
24239464,127.7852,126.39,128.15,128.56,126.11,1557115200000,186210,2019-05-06T04:00:00Z,MSFT,Microsoft
36017661,125.4257,126.46,125.52,127.18,124.22,1557201600000,282978,2019-05-07T04:00:00Z,MSFT,Microsoft
28407996,125.6306,125.44,125.51,126.37,124.75,1557288000000,194208,2019-05-08T04:00:00Z,MSFT,Microsoft
27197435,124.7066,124.29,125.5,125.79,123.57,1557374400000,211709,2019-05-09T04:00:00Z,MSFT,Microsoft
30915084,125.9464,124.91,127.13,127.93,123.82,1557460800000,245852,2019-05-10T04:00:00Z,MSFT,Microsoft
33944923,123.8184,124.11,123.35,125.55,123.04,1557720000000,286571,2019-05-13T04:00:00Z,MSFT,Microsoft
25266315,124.9585,123.87,124.73,125.88,123.7,1557806400000,191848,2019-05-14T04:00:00Z,MSFT,Microsoft
24722708,125.6924,124.26,126.02,126.71,123.7,1557892800000,187850,2019-05-15T04:00:00Z,MSFT,Microsoft
30112216,128.7412,126.75,128.93,129.38,126.46,1557979200000,213884,2019-05-16T04:00:00Z,MSFT,Microsoft
25770539,128.8576,128.305,128.07,130.46,127.92,1558065600000,188553,2019-05-17T04:00:00Z,MSFT,Microsoft
23706934,126.5523,126.52,126.22,127.5894,125.7607,1558324800000,161872,2019-05-20T04:00:00Z,MSFT,Microsoft
15293260,127.0378,127.43,126.9,127.5273,126.58,1558411200000,115599,2019-05-21T04:00:00Z,MSFT,Microsoft
15396485,127.57,126.62,127.67,128.24,126.52,1558497600000,118985,2019-05-22T04:00:00Z,MSFT,Microsoft
23603810,125.6866,126.2,126.18,126.29,124.74,1558584000000,187282,2019-05-23T04:00:00Z,MSFT,Microsoft
14123358,126.5694,126.91,126.24,127.415,125.97,1558670400000,115085,2019-05-24T04:00:00Z,MSFT,Microsoft
23128359,126.806,126.98,126.16,128,126.05,1559016000000,144831,2019-05-28T04:00:00Z,MSFT,Microsoft
22643140,124.8637,125.38,124.94,125.39,124.04,1559102400000,172866,2019-05-29T04:00:00Z,MSFT,Microsoft
16829613,125.3101,125.26,125.73,125.76,124.78,1559188800000,134268,2019-05-30T04:00:00Z,MSFT,Microsoft
26646769,123.7612,124.23,123.68,124.615,123.32,1559275200000,176192,2019-05-31T04:00:00Z,MSFT,Microsoft
37983637,120.9505,123.85,119.84,124.37,119.01,1559534400000,315885,2019-06-03T04:00:00Z,MSFT,Microsoft
